directory,filename,clean_path,benchmark_invariant,cpa_invariant,et_invariant,loopy_generated_invariant
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,cegar2.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/cegar2.v.c,(0 <= m) && (m < N),,," 0 <= m <= x;
 (N > 0) ==> (0 <= m) && (m < N)"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,cggmp2005_true-unreach-call.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/cggmp2005_true-unreach-call.c,j == 6,,,
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,dec.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/dec.c,x == 0,,0; 100,0 <= x <= 100
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,decn.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/decn.c,x == 0,,x <= \old(x),"0 <= x <= N;
N - x >= 0"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,ex14n.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/ex14n.v.c,0 == 1,,, 1 <= x
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,fig1.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig1.c,y > 0,,, x >= 0 ==> y > 0
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,fig1.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig1.v.c,y > 0,,,
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,fig3.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig3.c,lock == 1,,,"x == y ==> lock == 1;
lock == 0 ==> x != y"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,fig3.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig3.v.c,lock == 1,,,"x == y ==> lock == 1;
lock == 0 ==> x != y"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,fig9.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig9.c,0 == 1,,,"y >= 0;
x == 0"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,fig9.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/fig9.v.c,0 == 1,,,"x == 0;
y >= 0"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,form22.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/form22.c,x1 <= x2 && (x2 >= 0 || x2 - x3 <= 2),,,"x1 <= x2;
x2 >= 0 ==> x1 <= x2;
x2 < 0 ==> x2 - x3 <= 2"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,form25.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/form25.c,x1 <= 0 && x1 >= x4 + 1 && x2 == x3 && (x4 >= 0 || x4 <= x3),,,"x1 <= 0;
x1 >= x4 + 1;
x2 == x3;
x4 >= 0 || x4 <= x3"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,form27.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/form27.c,0 <= x1 && x1 <= x4 + 1 && x2 == x3 && (x2 <= -1 || x4 <= x2 + 2) && x5 == 0,,,"0 <= x1;
x1 <= x4 + 1;
x2 == x3;
x2 <= -1 || x4 <= x2 + 2;
x5 == 0"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,inc.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/inc.c,x == 100,,,0 <= x <= 100
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,incn.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/incn.c,x == N,,,"x >= 0;
x <= N"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,incn.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/incn.v.c,N < 0 || x == N,,,(N < 0) || (x <= N && N >= 0)
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum01.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum01.c,sn==n*a || sn == 0,Supporting invariants [1*main::i > 0],1 <= i && i <= n + 1; sn == \old(sn) + (i - 1) * a,"(i == 1) || (1 <= i <= n + 1);
0 <= sn;
sn == (i - 1) * a;
(n <= 0) ==> (sn == 0);"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum01.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum01.v.c,sn==n*a || sn == 0,Supporting invariants [1*main::i > 0],,
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum01_safe.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum01_safe.c,sn==n || sn == 0,Supporting invariants [1*main::i > 0],," sn == i - 1;
 sn >= 0;
 sn == (i-1) || (n <= 0 && sn == 0);
 sn == i-1;
 n >= 0 ==> sn <= n;
 (n < 1) ==> (sn == 0);
 sn == 0 ==> i == 1;
 0 <= sn && sn <= i-1;
 sn == (i - 1);
 0 <= i;
 0 <= sn;
 1 <= i"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum01_safe.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum01_safe.v.c,sn==n || sn == 0,Supporting invariants [1*main::i > 0],,
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum03.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum03.c,sn==x*a || sn == 0,Supporting invariants []; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants [4*main::x - 3*main::sn + 3 > 0]; Supporting invariants []; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants []; Supporting invariants [2*main::x - 1*main::sn >= 0]; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants [4*main::x - 3*main::sn >= 0],,"sn >= 0;
x >= 0;
sn == x * a"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum03.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum03.v.c,sn==x*a || sn == 0,Supporting invariants [4*main::x - 3*main::sn + 2 > 0]; Supporting invariants []; Supporting invariants [4*main::x - 3*main::sn + 2 > 0]; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants [],,"sn == x * a;
0 <= x;
0 <= sn"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum03_safe.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum03_safe.c,sn==x*1 || sn == 0,Supporting invariants []; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants [4*main::x - 3*main::sn + 3 > 0]; Supporting invariants []; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants []; Supporting invariants [2*main::x - 1*main::sn >= 0]; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants [4*main::x - 3*main::sn >= 0],,"sn == x;
sn >= 0;
x >= 0"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum03_safe.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum03_safe.v.c,sn==x*1 || sn == 0,Supporting invariants [4*main::x - 3*main::sn + 2 > 0]; Supporting invariants []; Supporting invariants [4*main::x - 3*main::sn + 2 > 0]; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::sn >= 0]; Supporting invariants [],,"sn == x;
sn >= 0;
x >= 0"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum04.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum04.c,sn==SIZE*a || sn == 0,,sn == \old(sn) + (i - 1) * a; 1 <= i && i <= SIZE + 1,"1 <= i && i <= SIZE + 1;
sn >= 0;
sn == (i - 1) * a"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum04n.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum04n.c,sn==SIZE*a || sn == 0,,sn == \old(sn) + (i - 1) * a; 1 <= i && i <= SIZE + 1,
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum04n.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum04n.v.c,sn==SIZE*a || sn == 0,,,
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,sum04_safe.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/sum04_safe.c,sn==SIZE*a || sn == 0,,sn == \old(sn) + (i - 1) * a; 1 <= i && i <= SIZE + 1,"1 <= i && i <= SIZE + 1;
sn == (i - 1) * a"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,trex03.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/trex03.c,x1==0 || x2==0 || x3==0,"Supporting invariants [1*main::d2 > 0, 1*main::d1 > 0, 1*main::d3 - 1 >= 0]; Supporting invariants [1*main::d1 - 1 >= 0]; Supporting invariants [1*main::d1 - 1 >= 0]",,"x1 >= 0 && x2 >= 0 && x3 >= 0;
d1 == 1 && d2 == 1 && d3 == 1"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,trex03.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/trex03.v.c,x1==0 || x2==0 || x3==0,"Supporting invariants [1*main::d2 - 1 >= 0, 3*main::d3 - 2*main::d2 > 0]; Supporting invariants [3*main::d1 - 2 > 0]; Supporting invariants [1*main::d1 - 1 >= 0]",,"x1 >= 0;
x2 >= 0;
x3 >= 0;
(x1 > 0 && x2 > 0 && x3 > 0) ==> (x1 + x2 + x3 >= 1)"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,trex03_safe.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/trex03_safe.c,x1==0 || x2==0 || x3==0,"Supporting invariants [1*main::d2 > 0, 1*main::d1 > 0, 1*main::d3 - 1 >= 0]; Supporting invariants [1*main::d1 - 1 >= 0]; Supporting invariants [1*main::d1 - 1 >= 0]",,"0 <= x1;
0 <= x2;
0 <= x3;
d1 == 1;
d2 == 1;
d3 == 1"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,trex03_safe.v.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/trex03_safe.v.c,x1==0 || x2==0 || x3==0,"Supporting invariants [1*main::d2 - 1 >= 0, 3*main::d3 - 2*main::d2 > 0]; Supporting invariants [3*main::d1 - 2 > 0]; Supporting invariants [1*main::d1 - 1 >= 0]",,"0 <= x1;
0 <= x2;
0 <= x3;
d1 == 1;
d2 == 1;
d3 == 1"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,w1.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/w1.c,x == n,,,"0 <= x;
x <= n;
n >= 0"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,w2.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/w2.c,x == n,,n > 0; 0 <= x; x < n," 0 <= x <= n;
 (input != 0) ==> (0 <= x + 1 <= n);
 input != 0 ==> x < n;
 0 <= x && x <= n;
 n > 0;
 0 <= x;
 x <= n;
 input == 0 || input != 0;
 x >= 0;
 input ==> (input != 0);
 input == 0 || x < n;
 input == 0 ==> x < n"
LinearArbitrary-SeaHorn/sharma_splitter,cav.c,LinearArbitrary-SeaHorn/sharma_splitter/cav.c,x<=102,,," 0 <= x && x <= 102;
 flag == 0 || flag == 1;
 (x <= 50) ==> (y <= x);
 (x > 50) ==> (y <= 102 - x)"
LinearArbitrary-SeaHorn/sharma_splitter,ex1.c,LinearArbitrary-SeaHorn/sharma_splitter/ex1.c,y==-2,,,
LinearArbitrary-SeaHorn/sharma_splitter,ex2.c,LinearArbitrary-SeaHorn/sharma_splitter/ex2.c,z==400,Supporting invariants []; Supporting invariants [1*main::x > 0]; Supporting invariants [],,
LinearArbitrary-SeaHorn/sharma_splitter,popl.c,LinearArbitrary-SeaHorn/sharma_splitter/popl.c,y==100,,,"0 <= x <= 100;
50 <= y <= 150;
x <= y;
x <= 50 ==> y == 50;
x > 50 ==> y == x"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testabs12_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs12_VeriMAP_true.c,!( (i > 100 ) || count < 0 ),,"count - i == \at(count, Pre) - \at(i, Pre); i >= \at(i, Pre); count >= \at(count, Pre)","0 <= i <= 100;
count >= 0;
count == \at(count, LoopEntry) + i"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testabs13_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs13_VeriMAP_true.c,!( i>10 ),Supporting invariants [1*main::n > 0],,"0 <= i;
i <= n;
n == 10"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testabs15_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs15_VeriMAP_true.c,!( a+b != 3*n ),Supporting invariants [-3*main::a + 4*main::i >= 0]; Supporting invariants [],a + b - 3*i == \old(a) + \old(b) - 3*\old(i); \old(i) <= i; i <= n,"0 <= i <= n;
a >= 0;
b >= 0;
a + b == 3 * i"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testabs7_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs7_VeriMAP_true.c,!( i>10 ),Supporting invariants [1*main::n > 0],,"0 <= i;
i <= n;
n == 10"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testabs8_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs8_VeriMAP_true.c,!( i>10 ),Supporting invariants [1*main::n > 0],,"0 <= i;
i <= n;
n == 10"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop10_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop10_VeriMAP_true.c,!( lock==0 ),Supporting invariants [-3*main::old + 3*main::new - 2 > 0]; Supporting invariants []; Supporting invariants [-3*main::old + 3*main::new - 2 > 0]; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants [-1*main::old + 1*main::new > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants [-1*main::old + 1*main::new > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-2*main::old + 2*main::new - 1 > 0]; Supporting invariants [-1*main::old + 1*main::new > 0]; Supporting invariants []; Supporting invariants [-3*main::old + 3*main::new - 2 > 0]; Supporting invariants []; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants [-1*main::old + 1*main::new > 0]; Supporting invariants []; Supporting invariants [-1*main::old + 1*main::new > 0]; Supporting invariants [-3*main::old + 3*main::new - 2 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants []; Supporting invariants [-3*main::old + 3*main::new - 2 > 0]; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants [],," lock == 0 || lock == 1;
 new == old + 1 ==> lock == 0;
 new != old + 1 ==> lock == 1"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop11_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop11_VeriMAP_true.c,!( e == 3 ),"Supporting invariants []; Supporting invariants [1*main::s > 0]; Supporting invariants [1*main::e > 0]; Supporting invariants [1*main::e > 0, 1*main::s > 0]; Supporting invariants [1*main::e > 0]; Supporting invariants [1*main::s > 0, 1*main::e > 0]; Supporting invariants [1*main::s > 0]; Supporting invariants [1*main::e > 0, 1*main::s > 0]; Supporting invariants [1*main::s > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::s > 0]; Supporting invariants []",,"0 <= e <= 2;
2 <= s <= 5;
(s == 2) ==> (e == 0 || e == 1);
(s == 3) ==> (e == 1 || e == 2);
(s == 4) ==> (e == 2);
(s == 5) ==> (e == 2)"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop13_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop13_VeriMAP_true.c,!( lock==0 ),,, lock == 1 || (lock == 0 && new != old)
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop14_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop14_VeriMAP_true.c,!( y > 2 ),,,"0 <= i <= 10;
y <= 2;
x >= 0"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop15_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop15_VeriMAP_true.c,!( i>N ),,,"0 <= i;
i <= N;
N == 100"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop16_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop16_VeriMAP_true.c,!( x>2 ),Supporting invariants []; Supporting invariants [1*main::x > 0]; Supporting invariants [],, 1 <= x <= 2
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop17_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop17_VeriMAP_true.c,!( k>0 ),"Supporting invariants [1*main::i >= 0, 1*main::N > 0]; Supporting invariants [1*main::N > 0]",,
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop1_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop1_VeriMAP_true.c,!( x >0 ),"Supporting invariants [1*main::a > 0, 1*main::NONDET > 0]",,"i >= 0;
x == 0;
a == 1 || a == 2"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop29_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop29_VeriMAP_true.c,!( x != 50 ),,," 0 <= x <= 100;
 x < 100 ==> x != 50;
 (x < 50) ==> (x < 100);
 x >= 0;
 x <= 100;
 0 <= x;
 x < 50 ==> x != 50;
 x >= 50 ==> x == 50;
 x == 50 ==> x == \at(x, LoopEntry);
 x < 50 ==> x < 100;
 x <= 50"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop2_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop2_VeriMAP_true.c,!( x >2 ),,,1 <= x <= 2
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop4_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop4_VeriMAP_true.c,!( a > 1 ),Supporting invariants [-1*main::N + 10 >= 0],, a == 0
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop6_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop6_VeriMAP_true.c,!( y < 0 ),Supporting invariants [4*main::i - 3*main::x >= 0]; Supporting invariants [],,"0 <= i <= 10;
0 <= x <= i;
y >= 0;
z == 1"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop7_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop7_VeriMAP_true.c,!( x > 2 ),,,"1 <= x <= 2;
y == 0"
LinearArbitrary-SeaHorn/VeriMAP,TRACER-testloop9_VeriMAP_true.c,LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop9_VeriMAP_true.c,!( y==6 ),Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::x > 0],,
sv-benchmarks/loop-acceleration,const_1-1.c,sv-benchmarks/loop-acceleration/const_1-1.c,x == 0,,,"0 <= y <= 1024;
x == 0 || x == 1;
y >= 1024 ==> x == 0"
sv-benchmarks/loop-acceleration,diamond_1-1.c,sv-benchmarks/loop-acceleration/diamond_1-1.c,(x % 2) == (y % 2),,,
sv-benchmarks/loop-acceleration,diamond_2-2.c,sv-benchmarks/loop-acceleration/diamond_2-2.c,(x % 2) == (y % 2),,,
sv-benchmarks/loop-acceleration,multivar_1-1.c,sv-benchmarks/loop-acceleration/multivar_1-1.c,x == y,Supporting invariants []; Supporting invariants [3*main::x - 3*main::y + 1 > 0],y == x,"x == y;
x >= 0;
y >= 0;
x < 1024 ==> y < 1024;
x >= 1024 ==> y >= 1024"
sv-benchmarks/loop-acceleration,overflow_1-1.c,sv-benchmarks/loop-acceleration/overflow_1-1.c,!(x % 2),,,
sv-benchmarks/loop-acceleration,phases_1-1.c,sv-benchmarks/loop-acceleration/phases_1-1.c,!(x % 2),,," 0 <= x;
 x % 2 == 1 ==> x < 0xfff0"
sv-benchmarks/loop-acceleration,phases_2-2.c,sv-benchmarks/loop-acceleration/phases_2-2.c,x == y,,,"x >= 1;
y > 0;
x <= y"
sv-benchmarks/loop-acceleration,simple_1-2.c,sv-benchmarks/loop-acceleration/simple_1-2.c,!(x % 2),,,"x % 2 == 0;
0 <= x;
x <= 0x10000000"
sv-benchmarks/loop-acceleration,simple_2-1.c,sv-benchmarks/loop-acceleration/simple_2-1.c,x >= 0x0fffffff,,, x >= 0
sv-benchmarks/loop-acceleration,simple_3-2.c,sv-benchmarks/loop-acceleration/simple_3-2.c,!(x % 2),,," x % 2 == 0;
 x >= N ==> x - N < 2"
sv-benchmarks/loop-acceleration,simple_4-2.c,sv-benchmarks/loop-acceleration/simple_4-2.c,!(x % 2),,,"x <= 0x0ffffff0;
x % 2 == 0"
sv-benchmarks/loop-acceleration,underapprox_1-2.c,sv-benchmarks/loop-acceleration/underapprox_1-2.c,y % 3,,,"0 <= x <= 6;
y == (1 << x)"
sv-benchmarks/loop-acceleration,underapprox_2-2.c,sv-benchmarks/loop-acceleration/underapprox_2-2.c,x == 6,,,"0 <= x <= 6;
y == (1 << x)"
sv-benchmarks/loop-crafted,simple_vardep_1.c,sv-benchmarks/loop-crafted/simple_vardep_1.c,k == (i + j),Supporting invariants [4*main::k - 9*main::i >= 0],,"i >= 0;
j >= 0;
k >= 0;
i <= k;
j <= k;
k == i + j"
sv-benchmarks/loop-crafted,simple_vardep_2.c,sv-benchmarks/loop-crafted/simple_vardep_2.c,(k == 3*i) && (j == 2*i),Supporting invariants [4*main::k - 9*main::i >= 0],k == 3*i; j == 2*i,"0 <= i;
0 <= j;
0 <= k;
i <= 0x0fffffff / 3;
j <= 2 * (0x0fffffff / 3);
k <= 0x0fffffff;
k == 3 * i;
j == 2 * i"
sv-benchmarks/loop-floats-scientific-comp,loop1-1.c,sv-benchmarks/loop-floats-scientific-comp/loop1-1.c,result >= exp,Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::count > 0]; Supporting invariants [1*main::count > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::count > 0]; Supporting invariants []; Supporting invariants [],,
sv-benchmarks/loop-floats-scientific-comp,loop2-2.c,sv-benchmarks/loop-floats-scientific-comp/loop2-2.c,oddExp >= evenExp,,,
sv-benchmarks/loop-floats-scientific-comp,loop3.c,sv-benchmarks/loop-floats-scientific-comp/loop3.c,evenExp >= oddExp,,,
sv-benchmarks/loop-industry-pattern,mod3.c,sv-benchmarks/loop-industry-pattern/mod3.c,x % 3 == 0,,,"0 <= x;
0 <= y <= 1;
(y == 0) ==> (x % 3 == 0)"
sv-benchmarks/loop-invariants,bin-suffix-5.c,sv-benchmarks/loop-invariants/bin-suffix-5.c,(x & 5) == 5,,x >= 5; (x - 5) % 8 == 0,
sv-benchmarks/loop-invariants,const.c,sv-benchmarks/loop-invariants/const.c,s == 0,,s == 0,s == 0
sv-benchmarks/loop-invariants,eq1.c,sv-benchmarks/loop-invariants/eq1.c,w == x && y == z,,w - x == \old(w) - \old(x); w >= \old(w); x >= \old(x),"w == x;
y == z"
