Filename,Relative Path,Run ID,Date Time,Duration (s),LLM Calls,Label,RAG Similarity,Invariants,Ranking Function,Z3 Result,Report Path,Error,merge_key,Category,Category_GT,CPA_Verified,verification_result
ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c,a49f697d979a4419a6cdd73c9f91fee5,2025-12-16T09:50:41.225837,97.77,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_095041_a49f697d979a4419a6cdd73c9f91fee5.json,,ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c,termination,,,
ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c,d458a9abf85748e297face6c8eb2b8ad,2025-12-16T09:52:22.505917,101.28,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_095222_d458a9abf85748e297face6c8eb2b8ad.json,,ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c,termination,,,
CookSeeZuleger-TACAS2013-Fig7a_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/CookSeeZuleger-TACAS2013-Fig7a_true-termination.c,67066f72970e40e191239f7112f7cf3e,2025-12-16T09:54:20.325212,117.82,5.0,non-terminating,0.0,,"(x + y, d)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_095420_67066f72970e40e191239f7112f7cf3e.json,,CookSeeZuleger-TACAS2013-Fig7a_true-termination.c,termination,,,
CookSeeZuleger-TACAS2013-Fig1_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/CookSeeZuleger-TACAS2013-Fig1_true-termination.c,89764c0e001944d2914c1c48d9c55642,2025-12-16T09:55:38.429675,78.1,4.0,terminating,0.0,,"(y, x)",Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_095538_89764c0e001944d2914c1c48d9c55642.json,,CookSeeZuleger-TACAS2013-Fig1_true-termination.c,termination,,,
ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c,182683a24dac46b2a551dfe7238518a2,2025-12-16T09:57:14.067506,95.64,5.0,terminating,0.0,,y - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_095714_182683a24dac46b2a551dfe7238518a2.json,,ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c,termination,,,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c,bd3c622fda6a477d803e6995a150b92b,2025-12-16T09:58:39.943208,85.88,5.0,terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_095839_bd3c622fda6a477d803e6995a150b92b.json,,HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c,termination,,True,TRUE
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c,464553860d0f416ba2400052e8514b35,2025-12-16T10:00:36.249025,116.31,5.0,terminating,0.0,,"(x + y, x)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_100036_464553860d0f416ba2400052e8514b35.json,,PodelskiRybalchenko-LICS2004-Fig2_true-termination.c,termination,,,
GopanReps-CAV2006-Fig1a_true-termination.c.c,termination/tpdb/C/SV-COMP_Termination_Category/GopanReps-CAV2006-Fig1a_true-termination.c.c,5870fd18bfd94dd88919ddb037da941b,2025-12-16T10:02:32.720650,116.47,5.0,terminating,0.0,,"(x <= 50 ? 51 - x : x - 50, y)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_100232_5870fd18bfd94dd88919ddb037da941b.json,,GopanReps-CAV2006-Fig1a_true-termination.c.c,termination,,,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,32e906f32ff14131a7149d6179210516,2025-12-16T10:03:59.888854,87.17,5.0,terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_100359_32e906f32ff14131a7149d6179210516.json,,HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,termination,,True,TRUE
AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c,c64dad148ff8466f9291bb78366c8ca9,2025-12-16T10:06:28.265375,148.38,5.0,terminating,0.0,,"(x, n - y)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_100628_c64dad148ff8466f9291bb78366c8ca9.json,,AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c,termination,,False,UNKNOWN
aaron3_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/aaron3_true-termination.c,d1989e0929b247b4be82041f6cceb70f,2025-12-16T10:09:30.498358,182.23,5.0,terminating,0.0,,"(tx + z - x, x - y)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_100930_d1989e0929b247b4be82041f6cceb70f.json,,aaron3_true-termination.c,termination,,,
AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c,termination/tpdb/C/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c,7f287d7bf9914f9e8c9987ef68824b24,2025-12-16T10:12:03.266636,152.77,5.0,terminating,0.0,,"(i, j)",Error: Unknown verification output...,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_101203_7f287d7bf9914f9e8c9987ef68824b24.json,,AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c,termination,,,
Unsigned_Wraparound_Error_4_T.c,termination/non_termination/loop/Unsigned_Wraparound_Error_4_T.c,83a9355148a841569a534d615146a6d1,2025-12-16T10:13:14.849681,71.58,4.0,terminating,0.0,n <= \old(n),n,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_101314_83a9355148a841569a534d615146a6d1.json,,Unsigned_Wraparound_Error_4_T.c,termination,,,
Unsigned_Wraparound_Error_1_T.c,termination/non_termination/loop/Unsigned_Wraparound_Error_1_T.c,a93c5857d5d1422e8d01c81a8c5195e0,2025-12-16T10:15:38.286616,143.44,5.0,terminating,0.0,,st_max - cur,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_101538_a93c5857d5d1422e8d01c81a8c5195e0.json,,Unsigned_Wraparound_Error_1_T.c,termination,,,
Adding_Subtracting_Zero_1_T.c,termination/non_termination/loop/Adding_Subtracting_Zero_1_T.c,c9292022715a4f54ad9bf2565d74f816,2025-12-16T10:17:09.439665,91.15,4.0,terminating,0.0,,h,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_101709_c9292022715a4f54ad9bf2565d74f816.json,,Adding_Subtracting_Zero_1_T.c,termination,,,
Using_Erroneous_Condition_2_T.c,termination/non_termination/loop/Using_Erroneous_Condition_2_T.c,a1647d89677e4a86b02ea65512247561,2025-12-16T10:18:16.187073,66.75,4.0,terminating,0.0,,reg_count - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_101816_a1647d89677e4a86b02ea65512247561.json,,Using_Erroneous_Condition_2_T.c,termination,,,
Signed_Overflow_Error_1_T.c,termination/non_termination/loop/Signed_Overflow_Error_1_T.c,5e8e45c1dc76428e85f0065b700432dd,2025-12-16T10:20:20.014007,123.83,4.0,terminating,0.0,0; 31,31 - log2(i),Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_102020_5e8e45c1dc76428e85f0065b700432dd.json,,Signed_Overflow_Error_1_T.c,termination,,,
Missing_Corner-case_Handling_2_T.c,termination/non_termination/loop/Missing_Corner-case_Handling_2_T.c,f439fa190f4346ec952e22cb610417d3,2025-12-16T10:21:39.564419,79.55,4.0,terminating,0.0,,val,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_102139_f439fa190f4346ec952e22cb610417d3.json,,Missing_Corner-case_Handling_2_T.c,termination,,,
Unsigned_Wraparound_Error_3_T.c,termination/non_termination/loop/Unsigned_Wraparound_Error_3_T.c,,2025-12-16T10:24:09.887498,,,error,,,,,,LLM returned non-JSON response,Unsigned_Wraparound_Error_3_T.c,termination,,,
Undefined_Behavior_3_T.c,termination/non_termination/loop/Undefined_Behavior_3_T.c,6ec5f4c3099f4a3b914430207b3b76e8,2025-12-16T10:25:52.723221,102.84,5.0,terminating,0.0,,4 - bytes,"Error: Traceback (most recent call last):
  File ""/tmp/tmpwljwn2nw.py"", line 13, in <module>
    loop_condition = And((val >> (bytes * 8)) != 0, bytes < 4)
  File ""/home/clexma/Desktop/fox3/TermDB/EvolveTerm...",/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_102552_6ec5f4c3099f4a3b914430207b3b76e8.json,,Undefined_Behavior_3_T.c,termination,,False,UNKNOWN
Incorrect_Bit_Calculation_2_T.c,termination/non_termination/loop/Incorrect_Bit_Calculation_2_T.c,,2025-12-16T10:28:26.358750,,,error,,,,,,LLM returned non-JSON response,Incorrect_Bit_Calculation_2_T.c,termination,,,
Type_Conversion_in_Comparison_2_T.c,termination/non_termination/loop/Type_Conversion_in_Comparison_2_T.c,8947c7cac5cd4f23905e10645ec62cb5,2025-12-16T10:31:14.401011,168.04,5.0,terminating,0.0,,,Error: Unknown verification output...,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_103114_8947c7cac5cd4f23905e10645ec62cb5.json,,Type_Conversion_in_Comparison_2_T.c,termination,,,
Type_Conversion_in_Comparison_1_T.c,termination/non_termination/loop/Type_Conversion_in_Comparison_1_T.c,4bdbe449af4442b5871eb18cffcbebae,2025-12-16T10:32:09.602137,55.2,4.0,terminating,0.0,0 <= i; i <= len; s == seqnum + i,len - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_103209_4bdbe449af4442b5871eb18cffcbebae.json,,Type_Conversion_in_Comparison_1_T.c,termination,,,
Signed_Overflow_Error_3_T.c,termination/non_termination/loop/Signed_Overflow_Error_3_T.c,d7b9a9da56fc431da9d9a1377722e1fc,2025-12-16T10:33:42.245859,92.64,4.0,terminating,0.0,,number,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_103342_d7b9a9da56fc431da9d9a1377722e1fc.json,,Signed_Overflow_Error_3_T.c,termination,,,
Incorrect_Update_for_Loop_Iterator_1_T.c,termination/non_termination/loop/Incorrect_Update_for_Loop_Iterator_1_T.c,c27bc3a1cccd44e1847a7abe044534f9,2025-12-16T10:36:18.890989,156.65,5.0,terminating,0.0,,max_msg_size - size,"Failed: Not Decreasing, Not Bounded",/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_103618_c27bc3a1cccd44e1847a7abe044534f9.json,,Incorrect_Update_for_Loop_Iterator_1_T.c,termination,,,
Unsigned_Wraparound_Error_2_T.c,termination/non_termination/loop/Unsigned_Wraparound_Error_2_T.c,bbde4af358ee40688cc351fb08d7e2ea,2025-12-16T10:37:52.060852,93.17,4.0,terminating,0.0,,size - ui,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_103752_bbde4af358ee40688cc351fb08d7e2ea.json,,Unsigned_Wraparound_Error_2_T.c,termination,,False,UNKNOWN
Incorrect_Initialization_4_T.c,termination/non_termination/loop/Incorrect_Initialization_4_T.c,552dd284006b4c249402cccf31b6d23e,2025-12-16T10:39:13.382919,81.32,4.0,terminating,0.0,,hash - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_103913_552dd284006b4c249402cccf31b6d23e.json,,Incorrect_Initialization_4_T.c,termination,,True,TRUE
Incorrect_Update_for_Loop_Iterator_2_T.c,termination/non_termination/loop/Incorrect_Update_for_Loop_Iterator_2_T.c,d8aedd6089f740019ba934e176699e5f,2025-12-16T10:40:48.200846,94.82,4.0,terminating,0.0,0; 255,l,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104048_d8aedd6089f740019ba934e176699e5f.json,,Incorrect_Update_for_Loop_Iterator_2_T.c,termination,,,
Signed_Overflow_Error_2_T.c,termination/non_termination/loop/Signed_Overflow_Error_2_T.c,dd949affbe314cce910431e8f7dc93f5,2025-12-16T10:42:18.263191,90.06,4.0,terminating,0.0,,needed - smallest + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104218_dd949affbe314cce910431e8f7dc93f5.json,,Signed_Overflow_Error_2_T.c,termination,,,
Incorrect_Bit_Calculation_1_T.c,termination/non_termination/loop/Incorrect_Bit_Calculation_1_T.c,01f9c1112ad540908bd9dff6b17a93ed,2025-12-16T10:43:45.155644,86.89,4.0,terminating,0.0,,mask,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104345_01f9c1112ad540908bd9dff6b17a93ed.json,,Incorrect_Bit_Calculation_1_T.c,termination,,,
Incorrect_Bit_Calculation_3_T.c,termination/non_termination/loop/Incorrect_Bit_Calculation_3_T.c,84fb1180643d4f04a7b561265bec387b,2025-12-16T10:44:56.967530,71.81,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104456_84fb1180643d4f04a7b561265bec387b.json,,Incorrect_Bit_Calculation_3_T.c,termination,,,
Addition03-1.c,recursive_functions/sv-benchmarks/recursive/Addition03-1.c,3380c3961e2d4079af980489f920bb88,2025-12-16T10:45:13.464006,16.5,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104513_3380c3961e2d4079af980489f920bb88.json,,Addition03-1.c,recursive_functions,,,
Ackermann04.c,recursive_functions/sv-benchmarks/recursive/Ackermann04.c,5a10657b22654c55821f30bc4d0206bf,2025-12-16T10:45:31.663196,18.2,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104531_5a10657b22654c55821f30bc4d0206bf.json,,Ackermann04.c,recursive_functions,,,
Addition01-2.c,recursive_functions/sv-benchmarks/recursive/Addition01-2.c,af23a63c732243aa85c2d3cb935392d6,2025-12-16T10:45:48.789514,17.13,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104548_af23a63c732243aa85c2d3cb935392d6.json,,Addition01-2.c,recursive_functions,,,
recHanoi03-2.c,recursive_functions/sv-benchmarks/recursive/recHanoi03-2.c,f161ea88557d4a5a9c53fcb5be12f1c9,2025-12-16T10:46:09.528203,20.74,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104609_f161ea88557d4a5a9c53fcb5be12f1c9.json,,recHanoi03-2.c,recursive_functions,,,
Fibonacci03.c,recursive_functions/sv-benchmarks/recursive/Fibonacci03.c,ba1ab79f37a346c99ffaaecf0fe4ec29,2025-12-16T10:46:29.020178,19.49,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104629_ba1ab79f37a346c99ffaaecf0fe4ec29.json,,Fibonacci03.c,recursive_functions,,,
gcd01-1.c,recursive_functions/sv-benchmarks/recursive/gcd01-1.c,5ef5cb5605b34017aa1c020eb8e716f2,2025-12-16T10:46:52.535819,23.52,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104652_5ef5cb5605b34017aa1c020eb8e716f2.json,,gcd01-1.c,recursive_functions,,,
EvenOdd01-1.c,recursive_functions/sv-benchmarks/recursive/EvenOdd01-1.c,b788ce4e1c4841618ebf64bb099b33b4,2025-12-16T10:47:12.883280,20.35,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104712_b788ce4e1c4841618ebf64bb099b33b4.json,,EvenOdd01-1.c,recursive_functions,,,
recHanoi02-2.c,recursive_functions/sv-benchmarks/recursive/recHanoi02-2.c,5b41c7bdf0b1481da37624c1c9682ddd,2025-12-16T10:47:32.521830,19.64,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104732_5b41c7bdf0b1481da37624c1c9682ddd.json,,recHanoi02-2.c,recursive_functions,,,
recHanoi01.c,recursive_functions/sv-benchmarks/recursive/recHanoi01.c,33f45fa9057648cb9b9eac60c2445d4c,2025-12-16T10:47:55.113307,22.59,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104755_33f45fa9057648cb9b9eac60c2445d4c.json,,recHanoi01.c,recursive_functions,,,
Ackermann01-2.c,recursive_functions/sv-benchmarks/recursive/Ackermann01-2.c,25e5be2ac21a49f9a69eb5a77525bed6,2025-12-16T10:48:11.479487,16.37,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104811_25e5be2ac21a49f9a69eb5a77525bed6.json,,Ackermann01-2.c,recursive_functions,,,
Fibonacci02.c,recursive_functions/sv-benchmarks/recursive/Fibonacci02.c,255b463688be47c3979855611800425a,2025-12-16T10:48:28.085729,16.61,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104828_255b463688be47c3979855611800425a.json,,Fibonacci02.c,recursive_functions,,,
MultCommutative-2.c,recursive_functions/sv-benchmarks/recursive/MultCommutative-2.c,aeba51c7f0254a58af200b70765137ae,2025-12-16T10:48:47.248327,19.16,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104847_aeba51c7f0254a58af200b70765137ae.json,,MultCommutative-2.c,recursive_functions,,,
gcd02.c,recursive_functions/sv-benchmarks/recursive/gcd02.c,2604c0eaa94f421b8fd283a4a68263cb,2025-12-16T10:49:09.771076,22.52,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104909_2604c0eaa94f421b8fd283a4a68263cb.json,,gcd02.c,recursive_functions,,,
Fibonacci01-1.c,recursive_functions/sv-benchmarks/recursive/Fibonacci01-1.c,f469cc165272465398f42911754b70ed,2025-12-16T10:49:28.293448,18.52,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104928_f469cc165272465398f42911754b70ed.json,,Fibonacci01-1.c,recursive_functions,,,
Primes.c,recursive_functions/sv-benchmarks/recursive/Primes.c,7fc29ad292fb400c93151cc07b23dbb0,2025-12-16T10:49:54.809603,26.52,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_104954_7fc29ad292fb400c93151cc07b23dbb0.json,,Primes.c,recursive_functions,,,
Ackermann03.c,recursive_functions/sv-benchmarks/recursive/Ackermann03.c,f171620a6fa94a748c2c7a78cd8e36f4,2025-12-16T10:50:14.904752,20.09,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105014_f171620a6fa94a748c2c7a78cd8e36f4.json,,Ackermann03.c,recursive_functions,,,
McCarthy91-2.c,recursive_functions/sv-benchmarks/recursive/McCarthy91-2.c,6a04d4bb272b4e2f8aba1610b8fc4541,2025-12-16T10:50:35.162860,20.26,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105035_6a04d4bb272b4e2f8aba1610b8fc4541.json,,McCarthy91-2.c,recursive_functions,,,
id2_b5_o10.c,recursive_functions/sv-benchmarks/recursive-simple/id2_b5_o10.c,5f72e1b73695435c85232033834f63d7,2025-12-16T10:50:53.691050,18.53,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105053_5f72e1b73695435c85232033834f63d7.json,,id2_b5_o10.c,recursive_functions,,,
fibo_2calls_25-2.c,recursive_functions/sv-benchmarks/recursive-simple/fibo_2calls_25-2.c,a3cb30b0a4114f11ae8d567e0d33129e,2025-12-16T10:51:10.227122,16.54,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105110_a3cb30b0a4114f11ae8d567e0d33129e.json,,fibo_2calls_25-2.c,recursive_functions,,,
fibo_25-2.c,recursive_functions/sv-benchmarks/recursive-simple/fibo_25-2.c,725a2f3ffd714a04915047008aea53e7,2025-12-16T10:51:29.514931,19.29,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105129_725a2f3ffd714a04915047008aea53e7.json,,fibo_25-2.c,recursive_functions,,,
fibo_2calls_10-1.c,recursive_functions/sv-benchmarks/recursive-simple/fibo_2calls_10-1.c,3ddfe07fa272431a9c0807074cce0ce8,2025-12-16T10:51:46.076702,16.56,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105146_3ddfe07fa272431a9c0807074cce0ce8.json,,fibo_2calls_10-1.c,recursive_functions,,,
fibo_2calls_20-2.c,recursive_functions/sv-benchmarks/recursive-simple/fibo_2calls_20-2.c,b5c0a540448e469ba2ede6e745427854,2025-12-16T10:52:03.571477,17.49,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105203_b5c0a540448e469ba2ede6e745427854.json,,fibo_2calls_20-2.c,recursive_functions,,,
id2_b3_o5.c,recursive_functions/sv-benchmarks/recursive-simple/id2_b3_o5.c,97dd1edd7be74338b4b0b6cf46edf174,2025-12-16T10:52:23.369177,19.8,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105223_97dd1edd7be74338b4b0b6cf46edf174.json,,id2_b3_o5.c,recursive_functions,,,
fibo_15-1.c,recursive_functions/sv-benchmarks/recursive-simple/fibo_15-1.c,7b1a0a5c799546d8b473fbdc382b00c3,2025-12-16T10:52:42.914159,19.54,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105242_7b1a0a5c799546d8b473fbdc382b00c3.json,,fibo_15-1.c,recursive_functions,,,
fibo_2calls_15-2.c,recursive_functions/sv-benchmarks/recursive-simple/fibo_2calls_15-2.c,3fffdb8c2f1b4c9780e872c1c2d8f9d2,2025-12-16T10:53:01.551050,18.64,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105301_3fffdb8c2f1b4c9780e872c1c2d8f9d2.json,,fibo_2calls_15-2.c,recursive_functions,,,
id2_b2_o3.c,recursive_functions/sv-benchmarks/recursive-simple/id2_b2_o3.c,d428ac6f7f3d494db1c72e40de00b9a5,2025-12-16T10:53:21.524948,19.97,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105321_d428ac6f7f3d494db1c72e40de00b9a5.json,,id2_b2_o3.c,recursive_functions,,,
id_b5_o10-2.c,recursive_functions/sv-benchmarks/recursive-simple/id_b5_o10-2.c,45ea025c0b8b46ce80ef73e6883f5f06,2025-12-16T10:54:05.394245,43.87,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105405_45ea025c0b8b46ce80ef73e6883f5f06.json,,id_b5_o10-2.c,recursive_functions,,,
fibo_20-2.c,recursive_functions/sv-benchmarks/recursive-simple/fibo_20-2.c,fb837fdd54af43dfb840de30c57f612c,2025-12-16T10:54:27.405847,22.01,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105427_fb837fdd54af43dfb840de30c57f612c.json,,fibo_20-2.c,recursive_functions,,,
id_b2_o3.c,recursive_functions/sv-benchmarks/recursive-simple/id_b2_o3.c,c7473196a8024105a62d53ac015dac50,2025-12-16T10:54:51.753165,24.35,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105451_c7473196a8024105a62d53ac015dac50.json,,id_b2_o3.c,recursive_functions,,,
sum_non_eq-2.c,recursive_functions/sv-benchmarks/recursive-simple/sum_non_eq-2.c,79dd497caccb45f6a85483ef649227c9,2025-12-16T10:55:11.985033,20.23,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105511_79dd497caccb45f6a85483ef649227c9.json,,sum_non_eq-2.c,recursive_functions,,,
id_b3_o5-2.c,recursive_functions/sv-benchmarks/recursive-simple/id_b3_o5-2.c,be7d6543b02b45b0903ecfa0aa9ec0c0,2025-12-16T10:55:36.511206,24.53,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105536_be7d6543b02b45b0903ecfa0aa9ec0c0.json,,id_b3_o5-2.c,recursive_functions,,,
nested-nsna3.c,arrays/diffy_cav21_bench/nested-nsna3.c,c5c12e497a944864a6888860f46d1a4d,2025-12-16T10:57:04.895544,88.38,4.0,terminating,0.0,,N - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105704_c5c12e497a944864a6888860f46d1a4d.json,,nested-nsna3.c,arrays,,,
standard_compare_ground.c,arrays/diffy_cav21_bench/standard_compare_ground.c,14030c4a70a341aca182b12ab38e894b,2025-12-16T10:58:22.468165,77.57,4.0,terminating,0.0,,SIZE - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105822_14030c4a70a341aca182b12ab38e894b.json,,standard_compare_ground.c,arrays,,,
nested-ss3.c,arrays/diffy_cav21_bench/nested-ss3.c,daa43191c60c469e8169f0cc675e8c2e,2025-12-16T10:59:56.354316,93.89,4.0,terminating,0.0,,"(N - i, N - j)",Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_105956_daa43191c60c469e8169f0cc675e8c2e.json,,nested-ss3.c,arrays,,,
modn.c,arrays/diffy_cav21_bench/modn.c,d2f5db4fd39d486a8623681ae551453a,2025-12-16T11:01:25.465786,89.11,4.0,terminating,0.0,,N - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_110125_d2f5db4fd39d486a8623681ae551453a.json,,modn.c,arrays,,,
