file,result,llm_result,result_2ls,result_irank_complex,result_irank_simple,path
svcomp_b.07.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.09-no-inv_assume.c,YES,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.09_assume.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.10.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.11.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.12.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.13.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.14.c,YES,Failed,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.15.c,YES,Failed,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.16.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.17.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.18.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_c.01-no-inv.c,YES,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_c.01_assume.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_c.02.c,YES,NO,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_c.03.c,YES,Failed,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_c.07.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_c.08.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_easySum.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_EvenOdd01_true-unreach-call_true-termination_modified.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_ex1.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_ex2.c,MAYBE,NO,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_ex3a.c,YES,Failed,YES,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_ex3b.c,YES,Failed,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_fermat.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_Fibonacci01_true-unreach-call_modified.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_flag.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_gcd01_true-unreach-call_true-termination_modified.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_java_AG313.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_java_Break.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_java_Continue1.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_java_LogBuiltIn.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_java_Nested.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_java_Sequence.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_MultCommutative_true-unreach-call_true-termination_modified.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_recHanoi02_true-unreach-call_true-termination_modified.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_twisted.c,YES,NO,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
TerminatorRec02_true.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
TwoWay_true.c,YES,NO,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
4BitCounterPointer_true-termination.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\Ultimate
Arrays01-EquivalentConstantIndices_true-termination.c,YES,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Arrays02-EquivalentConstantIndices_false-termination.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Arrays03-ValueRestictsIndex_true-termination.c,YES,YES,YES,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Bangalore_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Ultimate
Cairo_true-termination.c,YES,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Division_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Gothenburg_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Lobnya-Boolean-Reordered_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Madrid_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Mysore_true-termination.c,YES,Failed,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
NonTermination2_false-termination.c,NO,NO,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
NonTerminationSimple2_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
NonTerminationSimple3_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
NonTerminationSimple4_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
NonTerminationSimple5_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
NonTerminationSimple6_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
NonTerminationSimple7_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
NonTerminationSimple8_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
NonTerminationSimple9_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Nyala-2lex_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Parallel_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Pure3Phase_true-termination.c,YES,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
RecursiveMultiplication_true-termination.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ultimate
RecursiveNonterminating_false-termination.c,NO,Failed,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ultimate
Rotation180_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
Stockholm_true-termination.c,YES,Failed,YES,YES,YES,TPDB_Y2024_filtered_VBS\Ultimate
SyntaxSupportPointer01_true-termination.c,YES,NO,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ultimate
WhileFalse_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Ultimate
WhileTrue_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ultimate
2Nested_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Ackermann_false-termination.c,NO,NO,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Ackermann_true-termination.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Bangalore_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Bangalore_v2_false-termination.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Bangalore_v3_false-termination.c,NO,Failed,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Bangalore_v4_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Benghazi_nondet_true-termination.c,YES,Failed,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Binary_Search_true-termination.c,NO,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Cairo_nondet_false-termination.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Cairo_step2_false-termination.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Copenhagen_disj_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Gothenburg_v2_true-termination.c,YES,Failed,YES,YES,YES,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Hanoi_2vars_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Hanoi_3vars_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Hanoi_plus_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
McCarthy91_Iteration_true-termination.c,YES,Failed,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
McCarthy91_Recursion_true-termination.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
MutualRecursion_1a_false-termination.c,NO,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
MutualRecursion_1b_true-termination.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Mysore_false-termination.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
NestedRecursion_1a_false-termination.c,NO,NO,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
NestedRecursion_1b_true-termination.c,YES,Failed,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
NestedRecursion_1c_true-termination.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
NestedRecursion_1d_true-termination.c,YES,NO,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
NestedRecursion_2a_false-termination.c,NO,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
NestedRecursion_2b_false-termination.c,NO,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
NestedRecursion_2c_true-termination.c,YES,Failed,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Singapore_plus_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Singapore_true-termination.c,YES,NO,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Singapore_v1_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
Singapore_v2_false-termination.c,NO,Failed,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Ton_Chanh_15
