file,SVMRresult,svmr_statuses,result_2ls,2ls_time,irank_result,irank_time,CPA-lasso_result,CPA-lasso_time,CPA-general_result,CPA-general_time,AProVE-online24,Ultimate-online,AProVE-online25,MuVal-online,Ultimate0122_result,Ultimate0122_time_taken,ET+CPA,loop_type,loops_count,loops_depth,loop_condition_variables_count,has_break,loop_condition_always_true,initial_sat_condition,array_operator,pointer_operator,lines,language,program_type,recur_type
svcomp_a.01-alloca.c,unknown,UNKNOWN,FAILED,0.24,FAILED,0.474827528,MAYBE,3.56,MAYBE,3.8,YES,timeout,YES,YES,YES,101.73,Unknown,Nested,2,2,2,False,False,True,False,True,26,C,loop,
Binomial_true.c,failed,"ERROR,TERMINATE",FAILED,300.02,FAILED,0.323999166,MAYBE,2.22,MAYBE,2.36,MAYBE,timeout,MAYBE,timeout,TIMEOUT,300.03,Unknown,Multiple,2,1,3,False,False,True,False,True,45,C,loop,non-tail
svcomp_c.01-no-inv.c,unknown,UNKNOWN,MAYBE,0.93,MAYBE,5.683444262,YES,2.95,YES,3.51,YES,YES,YES,YES,YES,4.8,Terminate,Nested,2,2,2,False,False,True,False,True,19,C,loop,
svcomp_java_Break.c,failed,ERROR,YES,0.21,YES,1.033479452,YES,7.76,YES,6.35,YES,YES,YES,YES,YES,3.78,Terminate,Linear,1,1,0,True,True,True,False,False,10,C,loop,
McCarthy91_Recursion_true-termination.c,,,YES,0.16,FAILED,0.442765951,MAYBE,2.07,FAILED,2.15,MAYBE,YES,MAYBE,error,YES,7.16,Unknown,,0,0,0,False,False,True,False,False,17,C,recur,non-tail
PastaB4.c,failed,ERROR,YES,0.3,YES,1.266696453,MAYBE,2.83,MAYBE,3.18,YES,YES,YES,YES,YES,3.77,Unknown,Linear,1,1,2,False,False,True,False,False,19,C,loop,
Piecewise_true-termination.c,Terminate,TERMINATE,MAYBE,0.32,YES,31.30021977,YES,3.29,YES,4.25,YES,YES,YES,YES,YES,5.0,Terminate,Linear,1,1,2,False,False,True,False,True,32,C,loop,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c,Terminate,TERMINATE,YES,0.18,YES,1.932519674,YES,2.49,YES,3.18,YES,YES,YES,YES,YES,3.87,Terminate,Linear,1,1,1,True,False,True,False,False,25,C,loop,
svcomp_b.03-no-inv_assume-alloca.c,unknown,UNKNOWN,FAILED,0.25,FAILED,0.470676661,MAYBE,2.71,MAYBE,3.2,YES,YES,YES,YES,YES,3.93,Unknown,Linear,1,1,2,False,False,True,False,True,23,C,loop,
svcomp_Addition01_true-unreach-call_true-termination_modified.c,,,YES,0.3,FAILED,0.319576979,MAYBE,2.13,FAILED,2.15,YES,YES,YES,YES,YES,4.8,Unknown,,0,0,0,False,False,True,False,False,37,C,recur,tail
Singapore_true-termination.c,failed,ERROR,MAYBE,0.49,MAYBE,4.931873083,YES,3.31,YES,6.26,timeout,YES,timeout,YES,YES,4.08,Terminate,Linear,1,1,1,False,False,True,False,False,23,C,loop,
svcomp_CookSeeZuleger-2013TACAS-Fig7a_true-alloca.c,unknown,UNKNOWN,FAILED,0.23,FAILED,0.470653772,MAYBE,3.63,MAYBE,3.71,YES,YES,YES,YES,YES,10.2,Unknown,Linear,1,1,3,False,False,True,False,True,20,C,loop,
svcomp_stroeder1_alloca.c,unknown,UNKNOWN,FAILED,0.24,FAILED,0.475568771,MAYBE,2.41,MAYBE,2.75,YES,MAYBE,YES,YES,YES,3.98,Unknown,Linear,1,1,2,False,False,True,True,True,25,C,loop,
Et1.c,unknown,UNKNOWN,MAYBE,0.86,YES,1.933134079,YES,3.71,YES,5.26,YES,YES,YES,YES,YES,4.11,Terminate,Linear,1,1,2,False,False,True,False,False,17,C,loop,
svcomp_a.08-alloca.c,Terminate,TERMINATE,FAILED,0.23,FAILED,0.47321105,MAYBE,3.81,MAYBE,3.95,YES,YES,YES,YES,YES,4.02,Terminate,Linear,1,1,2,False,False,True,False,True,23,C,loop,
standard_copy7_true-unreach-call_ground.c,failed,ERROR,FAILED,10.84,YES,16.15393448,TIMEOUT,300.18,TIMEOUT,300.17,YES,timeout,YES,YES,TIMEOUT,300.09,Failed,Multiple,8,1,2,False,False,True,True,False,39,C,loop,
svcomp_ex1.c,failed,ERROR,YES,0.2,YES,1.16191411,YES,2.97,YES,3.46,YES,YES,YES,YES,YES,4.17,Terminate,Linear,1,1,1,False,False,True,False,True,15,C,loop,
LeeJonesBen-Amram-POPL2001-Ex4_true-termination.c,,,YES,0.41,FAILED,0.442892551,MAYBE,2.13,FAILED,2.22,YES,YES,YES,YES,YES,7.31,Unknown,,0,0,0,False,False,True,False,True,32,C,recur,non-tail
svcomp_b.05-alloca.c,failed,ERROR,FAILED,0.24,FAILED,0.348843336,MAYBE,2.27,MAYBE,2.93,YES,YES,YES,YES,YES,4.08,Unknown,Linear,1,1,1,False,False,True,False,True,21,C,loop,
Et2_true.c,,,YES,0.26,FAILED,0.433559418,MAYBE,2.19,FAILED,2.17,YES,YES,YES,YES,YES,4.49,Unknown,,0,0,0,False,False,True,False,False,45,C,recur,non-tail
AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c,unknown,UNKNOWN,MAYBE,0.15,MAYBE,10.9145484,YES,3.08,TIMEOUT,300.04,YES,YES,YES,YES,YES,4.61,Terminate,Linear,1,1,2,False,False,True,False,False,32,C,loop,
Copenhagen_disj_true-termination.c,failed,ERROR,MAYBE,2.27,YES,6.587093115,YES,3.64,MAYBE,275.55,YES,YES,YES,YES,MAYBE,10.37,Terminate,Linear,1,1,2,False,False,True,False,False,22,C,loop,
svcomp_cstrcmp_true_alloca.c,failed,ERROR,FAILED,0.23,FAILED,0.472857475,MAYBE,3.36,MAYBE,3.08,YES,MAYBE,YES,timeout,MAYBE,11.39,Unknown,Linear,1,1,2,False,False,True,True,True,42,C,loop,
svcomp_MultCommutative_true-unreach-call_true-termination_modified.c,,,FAILED,300.03,FAILED,0.445040703,MAYBE,2.12,FAILED,2.2,YES,YES,YES,YES,YES,5.04,Unknown,,0,0,0,False,False,True,False,False,42,C,recur,non-tail
svcomp_CookSeeZuleger-2013TACAS-Fig3_true-alloca.c,unknown,UNKNOWN,FAILED,0.24,FAILED,0.342135668,MAYBE,2.97,MAYBE,2.88,YES,YES,YES,YES,YES,5.16,Unknown,Linear,1,1,2,False,False,True,False,True,16,C,loop,
svcomp_easySum.c,unknown,UNKNOWN,YES,0.24,YES,1.551195145,YES,2.9,YES,3.48,YES,YES,YES,YES,YES,3.79,Terminate,Linear,1,1,2,False,False,True,False,False,14,C,loop,
majority-noarray_true-termination.c,failed,ERROR,MAYBE,60.54,FAILED,300.0,NO,25.81,FAILED,28.01,MAYBE,YES,MAYBE,YES,YES,10.8,Nonterminate,Nested,5,2,2,True,True,True,False,True,460,C,loop,
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c,unknown,UNKNOWN,MAYBE,1.4,YES,19.31399202,YES,5.02,YES,6.21,YES,YES,YES,YES,YES,7.45,Terminate,Linear,1,1,2,False,False,True,False,True,28,C,loop,
McCarthy91_false-unreach-call_false-termination.c,,,YES,0.17,FAILED,0.326910973,MAYBE,2.05,FAILED,2.12,MAYBE,MAYBE,timeout,error,YES,7.72,Unknown,,0,0,0,False,False,True,False,True,32,C,recur,non-tail
ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c,failed,ERROR,MAYBE,2.26,YES,1.500894785,YES,2.52,YES,6.33,YES,YES,YES,YES,YES,3.92,Terminate,Linear,1,1,2,False,False,True,False,True,32,C,loop,
svcomp_b.04.c,failed,ERROR,YES,0.15,YES,1.064395666,MAYBE,2.9,MAYBE,3.09,YES,YES,YES,YES,YES,3.79,Unknown,Linear,1,1,2,False,False,True,False,False,15,C,loop,
GopanReps-CAV2006-Fig1a_true-termination.c.c,failed,ERROR,MAYBE,0.5,YES,1.477930307,MAYBE,275.24,MAYBE,277.45,YES,YES,YES,YES,YES,4.57,Unknown,Linear,1,1,0,True,True,True,False,False,24,C,loop,
svcomp_gcd01_true-unreach-call_true-termination_modified.c,,,YES,0.25,FAILED,0.449056149,MAYBE,2.14,FAILED,2.21,YES,YES,YES,YES,YES,4.77,Unknown,,0,0,0,False,False,True,False,True,43,C,recur,non-tail
PastaC2.c,failed,ERROR,MAYBE,0.46,YES,2.747471571,YES,3.6,YES,4.05,YES,YES,YES,YES,YES,4.34,Terminate,Nested,2,2,2,False,False,True,False,False,20,C,loop,
svcomp_ex2.c,failed,ERROR,MAYBE,0.5,MAYBE,50.98942494,MAYBE,3.05,MAYBE,3.52,YES,MAYBE,timeout,YES,MAYBE,9.09,Unknown,Linear,1,1,2,False,False,True,False,True,25,C,loop,
GulavaniGulwani-CAV2008-Fig1a_true-termination.c,failed,ERROR,YES,0.16,YES,3.352276325,YES,3.42,MAYBE,266.11,YES,YES,YES,YES,YES,4.62,Terminate,Linear,1,1,2,False,False,True,False,False,28,C,loop,
svcomp_openbsd_cstrlen_alloca.c,Terminate,TERMINATE,FAILED,0.24,FAILED,0.344103813,MAYBE,2.95,MAYBE,3.03,YES,MAYBE,YES,timeout,MAYBE,7.32,Terminate,Linear,1,1,1,False,False,True,True,True,29,C,loop,
gcd1_true-termination.c,failed,ERROR,YES,0.45,YES,2.763065338,MAYBE,3.45,MAYBE,3.63,YES,YES,YES,YES,YES,5.28,Unknown,Nested,2,2,2,False,False,True,False,False,39,C,loop,
svcomp_ex3a.c,failed,ERROR,YES,0.23,MAYBE,2.780764341,NO,2.42,MAYBE,279.1,YES,MAYBE,YES,YES,MAYBE,7.01,Nonterminate,Linear,1,1,1,False,False,True,False,True,15,C,loop,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,unknown,UNKNOWN,YES,0.14,MAYBE,4.381327629,MAYBE,2.27,MAYBE,2.87,YES,YES,YES,YES,YES,4.76,Unknown,Linear,1,1,2,False,False,True,False,True,22,C,loop,
svcomp_Toulouse-MultiBranchesToLoop_true-alloca.c,unknown,UNKNOWN,FAILED,0.23,FAILED,0.47383523,MAYBE,12.03,MAYBE,12.21,YES,YES,YES,YES,YES,6.6,Unknown,Linear,1,1,2,False,False,True,False,True,61,C,loop,
PastaA7.c,unknown,UNKNOWN,YES,0.26,YES,1.901131392,YES,2.27,YES,2.76,YES,YES,YES,YES,YES,3.78,Terminate,Linear,1,1,3,False,False,True,False,True,19,C,loop,
svcomp_b.15-alloca.c,failed,ERROR,FAILED,0.2,FAILED,0.462046862,MAYBE,5.55,MAYBE,5.83,YES,YES,YES,YES,YES,5.64,Unknown,Nested,2,2,3,False,False,True,False,True,27,C,loop,
svcomp_java_LogBuiltIn.c,unknown,UNKNOWN,YES,0.39,YES,1.565745592,YES,23.43,MAYBE,265.17,YES,YES,YES,YES,YES,3.76,Terminate,Linear,1,1,1,False,False,True,False,False,20,C,loop,
svcomp_b.03_assume-alloca.c,failed,ERROR,FAILED,0.23,FAILED,0.342923641,MAYBE,2.51,MAYBE,2.57,YES,YES,YES,YES,YES,4.0,Unknown,Linear,1,1,2,False,False,True,False,True,27,C,loop,
Addition01_true-unreach-call_true-termination.c,,,YES,0.34,FAILED,0.32468152,MAYBE,2.14,FAILED,2.27,YES,YES,YES,YES,YES,4.53,Unknown,,0,0,0,False,False,True,False,False,41,C,recur,tail
svcomp_NoriSharma-2013FSE-Fig7_true-alloca.c,failed,ERROR,FAILED,0.24,FAILED,0.474297762,MAYBE,43.29,MAYBE,41.54,YES,YES,YES,YES,YES,19.0,Unknown,Linear,1,1,4,False,False,True,False,True,20,C,loop,
nondet_ll_traverse.c,Terminate,TERMINATE,MAYBE,1.17,FAILED,0.466519356,MAYBE,3.87,MAYBE,4.06,YES,timeout,YES,timeout,MAYBE,17.37,Terminate,Multiple,2,1,4,False,False,True,False,True,37,C,loop,
Benghazi_true-termination.c,failed,ERROR,FAILED,300.11,YES,1.970355511,YES,3.41,YES,3.6,YES,YES,YES,YES,YES,4.04,Terminate,Linear,1,1,1,False,False,True,False,False,29,C,loop,
AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c,unknown,UNKNOWN,MAYBE,0.49,YES,196.665844,YES,7.76,FAILED,298.41,YES,YES,YES,YES,YES,6.22,Terminate,Linear,1,1,3,False,False,True,False,True,30,C,loop,
rec_strlen.c,,,FAILED,0.25,FAILED,0.34373188,MAYBE,2.48,FAILED,2.61,YES,MAYBE,YES,timeout,MAYBE,7.88,Unknown,,0,0,0,False,False,True,True,True,21,C,recur,non-tail
svcomp_cstrcmp_true-termination.c,failed,ERROR,MAYBE,0.35,FAILED,0.347467899,MAYBE,3.48,MAYBE,3.54,YES,MAYBE,YES,timeout,MAYBE,10.84,Unknown,Linear,1,1,2,False,False,True,True,True,45,C,loop,
svcomp_stroeder2_alloca.c,unknown,UNKNOWN,FAILED,0.25,FAILED,0.350580692,MAYBE,3.46,MAYBE,3.64,YES,MAYBE,YES,timeout,YES,4.81,Unknown,Nested,2,2,3,False,False,True,True,True,28,C,loop,
svcomp_Urban-2013WST-Fig2-modified1000_true-alloca.c,unknown,UNKNOWN,FAILED,0.2,FAILED,0.475070477,MAYBE,274.87,MAYBE,273.73,YES,timeout,YES,YES,TIMEOUT,300.04,Unknown,Nested,2,2,2,False,False,True,False,True,13,C,loop,
nondet_ll_delete.c,failed,ERROR,MAYBE,0.73,FAILED,0.34203577,MAYBE,3.54,MAYBE,3.69,YES,timeout,YES,error,MAYBE,46.88,Unknown,Multiple,2,1,4,False,False,True,False,True,50,C,loop,
Waldkirch_true-termination.c,Terminate,TERMINATE,YES,0.12,YES,0.901721239,YES,2.73,YES,3.13,YES,YES,YES,YES,YES,3.86,Terminate,Linear,1,1,1,False,False,True,False,False,19,C,loop,
easy2_true-termination.c,failed,ERROR,YES,0.27,YES,1.115480185,YES,2.54,MAYBE,267.58,YES,YES,YES,YES,YES,5.66,Terminate,Linear,1,1,1,False,False,True,False,False,26,C,loop,
svcomp_openbsd_cmemset_alloca.c,unknown,UNKNOWN,FAILED,0.25,FAILED,0.470044374,MAYBE,2.62,MAYBE,2.7,YES,YES,YES,YES,MAYBE,8.76,Unknown,Linear,1,1,1,False,False,True,False,True,31,C,loop,
Sequence.c,failed,ERROR,YES,0.23,YES,1.350039005,YES,258.7,YES,260.33,YES,YES,YES,YES,YES,4.03,Terminate,Multiple,2,1,2,False,False,True,False,False,16,C,loop,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig4_true-termination.c,unknown,UNKNOWN,YES,0.11,YES,1.186808586,YES,2.83,YES,3.3,YES,YES,YES,YES,YES,3.79,Terminate,Linear,1,1,2,False,False,True,False,False,21,C,loop,
aaron3_true-termination.c,unknown,UNKNOWN,MAYBE,0.4,YES,0.960868597,YES,2.83,YES,3.49,YES,YES,YES,timeout,YES,3.68,Terminate,Linear,1,1,4,False,False,False,False,True,27,C,loop,
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c,failed,ERROR,FAILED,0.21,YES,10.76107049,MAYBE,23.05,FAILED,295.34,YES,timeout,YES,timeout,YES,9.79,Unknown,Nested,3,2,3,False,False,True,False,True,26,C,loop,
svcomp_openbsd_cstpncpy_alloca.c,Terminate,TERMINATE,FAILED,0.25,FAILED,0.356109619,MAYBE,4.4,MAYBE,4.5,YES,MAYBE,YES,YES,MAYBE,10.95,Terminate,Nested,2,2,1,True,False,True,True,True,40,C,loop,
svcomp_c.02.c,failed,ERROR,YES,0.43,YES,4.060259342,YES,3.68,YES,3.97,YES,YES,YES,YES,YES,4.12,Terminate,Nested,2,2,2,False,False,True,False,False,20,C,loop,
floppy_simpl3_false-unreach-call_true-termination.cil.c,Terminate,TERMINATE,MAYBE,0.76,FAILED,300.0,YES,2.6,YES,2.73,timeout,MAYBE,timeout,YES,YES,6.53,Terminate,Linear,1,1,0,False,True,True,False,True,1501,C,loop,
LeUserDefRec_true.c,,,YES,0.28,FAILED,0.447752714,MAYBE,1.84,FAILED,1.85,YES,YES,YES,YES,YES,3.77,Unknown,,0,0,0,False,False,True,False,True,47,C,recur,non-tail
svcomp_b.12.c,failed,ERROR,YES,0.21,YES,12.48464584,YES,2.58,YES,3.08,YES,YES,YES,YES,YES,4.01,Terminate,Linear,1,1,1,False,False,True,False,False,23,C,loop,
Avg_true.c,,,YES,0.28,FAILED,0.446409941,MAYBE,2.16,FAILED,2.18,YES,YES,YES,YES,YES,5.04,Unknown,,0,0,0,False,False,True,False,False,50,C,recur,non-tail
svcomp_java_AG313.c,Terminate,TERMINATE,YES,0.26,YES,1.400640726,MAYBE,2.82,MAYBE,2.49,YES,YES,YES,YES,YES,3.68,Terminate,Linear,1,1,2,False,False,True,False,True,15,C,loop,
MenloPark_true-termination.c,unknown,UNKNOWN,MAYBE,0.83,YES,1.644768238,YES,3.61,YES,3.74,MAYBE,YES,timeout,YES,YES,3.85,Terminate,Linear,1,1,1,False,False,True,False,False,28,C,loop,
AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c,failed,ERROR,YES,0.2,YES,2.243287802,YES,3.55,YES,4.48,YES,YES,YES,YES,YES,4.55,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,
svcomp_recHanoi02_true-unreach-call_true-termination_modified.c,,,YES,0.21,FAILED,0.441465378,MAYBE,2.02,FAILED,2.15,YES,YES,YES,error,YES,4.0,Unknown,,0,0,0,False,False,True,False,True,37,C,recur,non-tail
ex2.c,,,FAILED,300.02,FAILED,0.443924665,MAYBE,1.72,FAILED,2.04,YES,YES,YES,error,YES,6.26,Unknown,,0,0,0,False,False,True,False,False,20,C,recur,non-tail
nondet_ll_skip.c,failed,ERROR,MAYBE,1.03,FAILED,0.474651575,MAYBE,4.36,MAYBE,4.58,YES,timeout,YES,error,MAYBE,51.57,Unknown,Multiple,2,1,5,False,False,True,False,True,46,C,loop,
Bangalore_v4_true-termination.c,unknown,UNKNOWN,MAYBE,0.14,YES,0.971367836,MAYBE,2.77,MAYBE,2.96,YES,YES,YES,YES,YES,4.84,Unknown,Linear,1,1,1,False,False,True,False,False,22,C,loop,
nondet_ll_init.c,unknown,UNKNOWN,YES,0.99,FAILED,0.339472771,MAYBE,2.29,MAYBE,2.38,YES,YES,YES,YES,YES,4.29,Unknown,Linear,1,1,2,False,False,True,False,True,28,C,loop,
Ackermann_true-termination.c,,,YES,0.32,FAILED,0.444999218,MAYBE,2.16,FAILED,2.26,YES,timeout,YES,error,TIMEOUT,300.05,Unknown,,0,0,0,False,False,True,False,False,23,C,recur,non-tail
svcomp_a.05-alloca.c,unknown,UNKNOWN,FAILED,0.24,FAILED,0.349060535,MAYBE,3.05,MAYBE,3.82,YES,YES,YES,YES,YES,4.08,Unknown,Linear,1,1,2,False,False,True,False,True,22,C,loop,
Stockholm_true-termination.c,unknown,UNKNOWN,YES,0.18,YES,1.902859926,YES,2.15,YES,2.64,YES,YES,YES,YES,YES,3.84,Terminate,Linear,1,1,1,False,False,True,False,False,23,C,loop,
WhileDecr.c,Terminate,TERMINATE,YES,0.1,YES,1.174720287,YES,2.74,YES,3.23,YES,YES,YES,YES,YES,3.92,Terminate,Linear,1,1,1,False,False,True,False,False,14,C,loop,
svcomp_b.12-alloca.c,unknown,UNKNOWN,FAILED,0.26,FAILED,0.476222038,MAYBE,2.99,MAYBE,2.99,YES,YES,YES,YES,YES,4.81,Unknown,Linear,1,1,1,False,False,True,False,True,30,C,loop,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig1_true-termination.c,unknown,UNKNOWN,MAYBE,0.62,YES,1.632233143,YES,2.82,YES,3.28,YES,YES,YES,YES,YES,3.89,Terminate,Linear,1,1,1,False,False,True,False,False,22,C,loop,
PodelskiRybalchenko-VMCAI2004-Ex2_true-termination.c,Terminate,TERMINATE,MAYBE,0.32,MAYBE,2.638544321,MAYBE,2.79,MAYBE,2.93,YES,MAYBE,YES,YES,MAYBE,6.66,Terminate,Linear,1,1,1,False,False,True,False,True,21,C,loop,
CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination.c,Terminate,TERMINATE,MAYBE,0.15,YES,5.021686554,YES,3.21,YES,3.86,YES,YES,YES,YES,YES,5.31,Terminate,Linear,1,1,2,False,False,True,False,False,25,C,loop,
GCD4.c,unknown,UNKNOWN,YES,0.52,YES,2.112157583,MAYBE,3.5,MAYBE,3.8,YES,YES,YES,YES,YES,5.3,Unknown,Nested,2,2,3,False,False,True,False,True,26,C,loop,
svcomp_gcd1_true-alloca.c,failed,"ERROR,UNKNOWN",FAILED,0.23,FAILED,0.343958139,MAYBE,3.73,MAYBE,4.0,YES,YES,YES,YES,YES,6.08,Unknown,Nested,2,2,2,False,False,True,False,True,30,C,loop,
BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c,unknown,UNKNOWN,YES,0.22,YES,2.279437304,MAYBE,262.58,MAYBE,269.34,YES,YES,YES,YES,YES,4.4,Unknown,Nested,2,2,3,False,False,True,False,False,27,C,loop,
PlusSwap.c,failed,ERROR,YES,0.52,YES,1.214020491,YES,3.07,YES,3.35,YES,YES,YES,YES,YES,3.85,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,
desc_ll_with_offset_search.c,failed,ERROR,MAYBE,1.0,FAILED,0.468345404,MAYBE,5.9,MAYBE,6.0,YES,timeout,YES,timeout,MAYBE,93.1,Unknown,Multiple,2,1,6,False,False,True,False,True,40,C,loop,
Copenhagen_true-termination.c,failed,ERROR,YES,0.45,YES,1.11929059,YES,2.98,YES,3.43,YES,YES,YES,YES,YES,4.19,Terminate,Linear,1,1,2,False,False,True,False,True,22,C,loop,
